POINT_ID,Depth,BD 0-20,pH_CaCl2,EC,OC,P,N,K,Clay,erosion_by_water
51824728,0-20 cm,0.961,4.0,3.18,15.1,16.4,0.8,30.7,3.0,
52584464,0-10 cm,,3.7,5.72,73.8,60.9,2.5,66.1,5.0,
51764754,0-20 cm,1.165,4.5,2.31,10.4,< LOD,0.4,18.5,4.0,
51624808,0-20 cm,0.704,3.4,15.22,445.7,16.6,16.8,34.3,,
52684456,0-10 cm,,3.4,7.67,113.3,12.6,5.7,58.5,,
51964708,0-20 cm,1.271,3.9,2.95,12.9,< LOD,0.8,21.6,3.0,
52544508,0-20 cm,0.359,3.9,9.55,152.7,20.3,5.9,63.1,6.0,
52304592,0-20 cm,1.201,4.0,3.44,41.2,< LOD,2.3,20.5,5.0,
52224620,0-20 cm,1.324,4.4,2.17,21.6,< LOD,1,16,3.0,
51804772,0-20 cm,0.927,3.9,3.48,22.2,< LOD,1,31.9,4.0,
51924744,0-20 cm,1.099,4.1,2.9,17.6,< LOD,0.9,21,3.0,
51504886,0-20 cm,0.398,3.4,4.11,28.1,< LOD,1.7,35.4,1.0,
51764802,0-20 cm,1.261,4.1,2.34,23,< LOD,1,19.2,2.0,
57582636,,1.223,,,,,,,54.0,0.303733646869659
53144342,0-20 cm,0.759,4.8,12.58,64.1,18.9,4.1,327.4,30.0,
51804804,0-20 cm,1.336,4.0,2.92,9.9,15.8,0.5,13.1,3.0,
52484574,0-20 cm,1.047,4.4,3.07,20.6,16.1,1.1,39.5,3.0,
51724832,0-20 cm,1.115,4.6,2.36,16.7,12.3,0.9,19.5,4.0,
52584544,0-20 cm,0.93,4.1,2.45,15,16.3,0.6,22.8,3.0,
51684850,0-20 cm,1.12,4.3,2.57,24.3,< LOD,1.2,16.9,8.0,
51924780,0-20 cm,1.097,4.2,2.74,23.4,< LOD,1.1,19.1,,
52424612,0-20 cm,1.317,4.0,1.86,18.7,< LOD,0.6,< LOD,3.0,
52064738,0-20 cm,0.905,4.3,3.16,31.4,16.5,1.2,39.2,4.0,
52404626,0-20 cm,1.254,3.7,2.19,7.7,12.3,0.4,15.5,2.0,
52524588,0-20 cm,1.734,4.0,1.76,7.2,< LOD,0.5,< LOD,,
51844828,0-20 cm,1.228,4.0,3.74,96.5,18.3,4.2,< LOD,,
51944826,0-20 cm,1.207,4.2,3.03,35,< LOD,1.4,38.5,4.0,
52404680,0-20 cm,0.495,3.4,10.96,346.5,44,10.4,193.5,1.0,
51784906,0-20 cm,0.942,3.5,3.49,17.8,24,0.7,26.7,1.0,
52044824,0-20 cm,1.378,4.6,1.98,16.3,< LOD,0.7,20.4,4.0,
52424702,0-20 cm,1.237,4.4,2.5,18.6,15.7,0.8,12.9,2.0,
52764590,0-20 cm,1.633,4.0,1.77,5.5,< LOD,0.4,< LOD,4.0,
53024506,0-20 cm,0.21,3.3,38.8,385.3,35.5,18.3,220.4,,
52664628,0-20 cm,,3.8,3.71,28.2,12.3,1.8,19.3,5.0,
52544670,0-20 cm,1.31,4.5,2.68,10.3,12,0.5,14.6,3.0,
52844586,0-20 cm,0.754,4.3,6.89,70.4,17.2,3.5,62.5,4.0,
52624660,0-20 cm,1.093,3.7,3.67,62.3,< LOD,2.1,27.7,3.0,
53384412,0-20 cm,0.78,3.9,4.62,49.7,14.7,3.1,41.1,7.0,
53004546,,0.649,,,,,,,6.0,
52484730,0-20 cm,1.373,3.9,2.29,19,< LOD,0.5,13.7,2.0,
52624688,0-20 cm,1.526,4.0,2.67,17.8,< LOD,1.1,13.2,4.0,
52164840,0-20 cm,1.621,4.5,1.61,17.6,< LOD,0.7,< LOD,,
53024568,0-10 cm,,3.7,13.55,207.5,24.4,11.5,177.3,7.0,
53504414,0-20 cm,0.991,6.0,7.6,26.4,35.8,2.2,128.2,28.0,
52724670,0-10 cm,,4.0,2.01,11.1,< LOD,0.7,< LOD,4.0,
52764680,0-10 cm,,3.8,1.79,10,< LOD,0.6,12.3,,
53124602,0-20 cm,0.641,4.0,13.51,109.5,32.6,7.2,114.3,27.0,
53044636,0-20 cm,1.292,4.3,3.53,17.3,13.6,1.1,51.1,20.0,
53064642,0-20 cm,0.264,3.4,18.24,379.8,71.3,11.4,380.7,,
53404536,0-20 cm,0.692,4.0,5.01,50.1,< LOD,2.7,61,5.0,
53164616,0-20 cm,1.168,4.4,2.45,11.9,< LOD,0.7,18,2.0,
53124644,0-20 cm,1.38,3.9,2.34,14.1,< LOD,0.8,< LOD,3.0,
53264602,0-20 cm,0.836,4.3,4.68,26.4,< LOD,1.6,23.8,3.0,
53304598,0-20 cm,0.161,3.4,38.1,526.6,18.1,23.7,139.4,,
53264616,0-20 cm,0.669,3.3,5.12,72.3,< LOD,3,26.8,5.0,
53304626,0-20 cm,0.364,3.2,10.7,257.2,42.7,7.7,134.1,,
53744506,0-20 cm,0.712,4.1,4.66,28.8,10.4,1.5,28.5,3.0,
53484590,0-20 cm,0.879,4.1,3.28,25.4,< LOD,1.2,34.7,2.0,
53604606,0-20 cm,1.175,4.2,2.36,21,< LOD,0.9,12.2,2.0,
53644594,0-20 cm,1.297,4.3,2.37,14.5,17,0.6,14.2,3.0,
53844580,0-20 cm,1.072,4.1,2.88,37.1,< LOD,1.5,14.1,4.0,
53784606,0-20 cm,1.005,4.0,2.6,12.9,< LOD,0.7,15.8,4.0,
63581624,0-20 cm,1.384,7.3,15.89,16.1,17.4,1.9,212.9,25.0,
63621618,0-10 cm,,7.4,17.22,< LOD,< LOD,1.3,166,39.0,
63681618,0-20 cm,0.885,7.4,13.47,2.3,< LOD,0.8,458.3,41.0,
63741606,0-20 cm,1.077,7.2,13.11,21.9,< LOD,2.2,358.3,37.0,
63761600,0-20 cm,1.084,7.4,18.18,28.6,43.3,3.3,73.9,29.0,
63881600,0-20 cm,1.318,7.3,21.1,33.2,< LOD,1.3,110.2,30.0,
64061610,0-20 cm,0.823,7.4,18.17,25.9,< LOD,2.5,424.6,31.0,
64081622,0-20 cm,1.152,7.4,18.07,25.4,< LOD,2.9,264.6,27.0,
64081650,0-20 cm,0.933,7.4,15.66,14.5,< LOD,1.3,397.4,25.0,
64141632,0-20 cm,0.969,7.1,16.61,20.9,50.1,2,390,19.0,
64161658,0-20 cm,0.949,7.5,20.5,6.4,< LOD,0.9,308,23.0,
64221650,0-20 cm,1.199,7.1,15.97,7.5,25.5,0.9,199.4,29.0,
64261646,0-20 cm,1.356,6.8,6.24,9.3,< LOD,1,93.8,14.0,
64281654,0-20 cm,1.22,7.4,20.5,17.5,30.2,1.9,1692.5,35.0,
64341644,0-20 cm,0.065,6.4,4.37,5.8,< LOD,0.6,93.6,10.0,
64441626,0-20 cm,1.527,7.4,17.29,6,11,0.8,103.3,29.0,
64461632,0-20 cm,0.799,7.4,38.6,22.1,174,2.6,1085.4,25.0,
64541644,,0.018,,,,,,,27.0,
64541646,0-20 cm,,7.4,21.1,14.9,45,1.6,630.5,24.0,
64601636,0-20 cm,0.908,7.7,29.4,13.5,< LOD,1.2,748.5,,
64601638,0-20 cm,1.032,7.5,23.6,22,122.9,2.2,1952.6,33.0,
64621644,0-20 cm,0.999,7.6,24.8,15.4,43.3,1.7,1002.8,32.0,
64581660,0-20 cm,1.027,7.4,20.6,9.8,16.4,1,179.4,25.0,
64621658,0-20 cm,1.05,7.4,17.01,10.3,< LOD,1.5,184.8,29.0,
64801668,0-20 cm,1.365,7.3,18.78,8.2,52.1,1,723.3,46.0,
64841666,0-20 cm,,6.8,15.57,8.2,83.8,1.1,614,32.0,
64841670,0-20 cm,1.355,7.3,16.74,11.2,39.8,1.4,612.1,4.0,
64881666,0-20 cm,1.684,7.5,66.7,9.4,80.1,1.4,1072.3,50.0,
64981672,0-20 cm,1.008,7.5,17.22,17.7,< LOD,2.1,539.5,34.0,
