POINT_ID,Depth,BD 0-20,pH_CaCl2,EC,OC,P,N,K,Clay,erosion_by_water
40542512,0-20 cm,0.549,3.8,9.65,68.8,17.2,3.4,75.5,12.0,
40562500,0-10 cm,,7.0,20.1,40.6,10.8,4.3,158.7,23.0,0.0249999985098839
40822300,0-10 cm,,6.9,23.42,76.6,< LOD,6.6,303.9,23.0,0.371473401784897
41263244,0-20 cm,,6.1,10.03,20.2,70.1,1.7,58.1,7.0,0.793097019195557
41403376,0-10 cm,,5.7,22.0,42.5,37.8,4.6,486,43.0,0.0
41302764,0-20 cm,,7.3,21.27,20.8,37.5,2.2,528.3,31.0,0.299999982118607
41342812,0-10 cm,,6.8,8.99,22.2,32.2,2.2,425.2,24.0,0.250001788139343
41523334,0-20 cm,0.335,4.0,55.2,510.7,88.3,19.3,234,,0.0250001959502697
41382834,0-20 cm,,7.4,18.5,13.9,25.7,1.4,334.9,24.0,4.94326400756836
41643396,0-20 cm,1.218,5.5,10.51,21.6,83.9,2,172.3,5.0,
41663232,0-20 cm,,4.9,10.14,26.2,83.7,2.1,131.8,2.0,2.76770713014685e-08
41643072,0-10 cm,,3.4,14.85,103.1,18.6,5,61.9,16.0,1.28762698281548e-08
41783356,0-20 cm,0.263,3.5,41.3,530.7,31.7,12.5,64.7,,0.0249999985098839
41763118,0-10 cm,,4.7,21.6,43.9,40.9,4.6,112.9,16.0,9.97733783721924
41722878,0-20 cm,1.329,6.4,20.51,13.4,72.6,1.4,350.7,10.0,
41622476,0-20 cm,,5.2,8.63,12.3,18.9,1.7,36.7,15.0,41.7460441589355
41823036,0-20 cm,1.475,6.2,14.84,22,33.1,2.2,298.8,19.0,
41862472,0-20 cm,0.953,6.4,30.25,24.6,25.7,2.9,67.2,15.0,
42083224,0-20 cm,,3.8,14.89,82.8,36.8,5,79.7,11.0,5.93065500259399
41982722,0-20 cm,,6.7,20.2,58.1,10.4,5.1,45.7,34.0,0.0
42182748,0-20 cm,,7.2,20.3,23.9,58.7,2.8,339.3,40.0,0.0
42142394,0-20 cm,,6.1,9.79,25.2,< LOD,2.6,117.1,16.0,0.47955396771431
42221850,,1.039,,,,,,,36.0,1.31168830394745
42443112,0-20 cm,,3.6,9.95,68.4,41.8,3.5,72.9,21.0,0.0
42463162,0-20 cm,,3.9,18.46,59.9,51.1,3.8,153,27.0,0.0
42362456,0-20 cm,1.304,5.6,9.99,6.6,32,0.9,45.5,6.0,
42402468,0-20 cm,1.364,5.0,9.45,5.6,44.9,0.8,104.2,10.0,
42503186,10-20 cm,0.272,2.8,34.4,269.4,64.6,11.8,151.5,,0.0249999985098839
42482476,0-20 cm,1.397,5.5,11.71,12.7,16.5,1.6,99.8,16.0,
42583080,0-10 cm,,5.2,7.35,26.3,19,2.7,112,19.0,0.0
42542100,,1.132,,,,,,,18.0,0.0249999985098839
42723756,,1.016,,,,,,,5.0,6.77383995056152
42722500,0-20 cm,1.089,6.5,13.26,24.4,11.1,2.2,74.8,22.0,
42863186,0-20 cm,,4.0,39.8,96.5,40.1,5.3,80.2,16.0,0.0
42842416,0-20 cm,1.077,7.3,16.44,15.6,< LOD,1.9,256.6,30.0,
43022698,0-10 cm,,5.6,22.1,144.2,16.5,8.1,209.2,11.0,0.0591202042996883
43143676,0-10 cm,,5.5,10.68,13.2,44.9,1.5,160,14.0,2.87504291534424
43182690,0-10 cm,,7.0,54.0,59.9,< LOD,5.9,90.7,31.0,0.0250002089887857
43263184,0-10 cm,,3.4,37.8,290.1,91.3,13,349.9,14.0,4.2563050861588206e-09
43263828,,1.193,,,,,,,3.0,2.83041667938232
43343760,0-20 cm,,5.3,20.7,39.2,71.5,2.6,127.9,5.0,0.0
43402682,0-10 cm,,4.4,31.3,324.3,62.9,13.5,407.8,10.0,0.0250000040978193
43543036,,1.448,,,,,,,43.0,0.302064955234528
43622690,0-10 cm,,6.2,141.7,241.8,46.1,15.1,332.4,21.0,0.0250000432133675
43583284,10-20 cm,,4.1,6.81,51.3,22.1,2.6,31,4.0,2.54552316665649
43723014,0-10 cm,,5.5,5.02,14.7,17,1.4,292.6,21.0,0.670385479927063
43723450,,1.565,,,,,,,14.0,1.0142617225647
43803090,0-20 cm,,7.1,21.7,53.6,48.1,5,893.2,40.0,0.299999982118607
43842966,0-20 cm,,6.4,15.02,9.6,16.6,1.1,125.5,15.0,2.9961416721344
43882828,0-20 cm,,7.2,27.5,54.7,51.8,4.8,169.8,21.0,14.0489110946655
43982388,0-20 cm,,7.4,16.2,14.4,< LOD,1.8,214.9,34.0,2.20188188552856
43962560,0-20 cm,0.65,7.0,73.1,98.8,14.9,7.7,186.4,22.0,
44102480,0-20 cm,0.854,7.4,17.92,26.5,145.6,0.9,107.6,27.0,
44182560,0-20 cm,0.967,4.3,11.23,33.1,< LOD,1.5,43.7,11.0,
44242606,0-20 cm,,6.1,35.51,26.7,26.4,3.2,237.6,17.0,0.0
44103574,0-10 cm,,5.9,7.79,16.3,29.5,1.8,122.9,14.0,0.307557612657547
44143586,0-10 cm,,6.2,12.56,18.3,26.5,1.9,117.6,20.0,0.500765442848206
44322920,0-10 cm,,6.7,20.5,32.6,36.3,2.8,196.8,25.0,1.38170560148865e-06
44482636,0-20 cm,,5.5,31.48,31.8,42.6,2.9,79.7,7.0,0.0
44483096,0-20 cm,,7.1,29.3,36.5,66.5,3.7,454.8,53.0,0.375653862953186
44363574,0-10 cm,,5.0,11.66,14.6,37.8,1.6,116.1,12.0,7.45377635955811
44244052,0-20 cm,1.02,3.6,6.58,56.3,< LOD,2.2,47,3.0,
44264058,0-20 cm,0.849,4.5,8.78,61,43.9,4.3,78.2,11.0,
44742400,0-20 cm,0.885,7.0,152.9,87.3,25.4,6.8,375.8,75.0,
44304076,0-20 cm,0.13,2.8,29.3,507.6,40.4,15.9,189.5,,
44403826,0-20 cm,0.793,5.0,35.7,54.8,31.5,5,362.3,52.0,
44403838,0-20 cm,0.409,4.2,19.8,187.3,30.6,9.2,159,4.0,
44762530,0-20 cm,1.013,7.0,32.3,53.2,< LOD,4.7,146.7,10.0,
44882226,0-20 cm,,6.9,32.11,21.5,< LOD,2.4,122.1,18.0,
44384020,0-20 cm,,4.6,9.15,112.6,11.2,4.7,88.8,13.0,
44942422,0-20 cm,,7.3,9.03,5.1,53.6,0.5,55.3,5.0,2.13612699508667
44444080,0-20 cm,0.731,3.8,12.26,62.4,14.3,3.8,98.4,29.0,
44464042,0-20 cm,0.176,4.2,59.8,398.4,17.7,22,153,6.0,
44464090,,,,,,,,,3.0,
44942712,0-10 cm,,3.7,9.16,69.9,21.8,4.3,83.2,11.0,0.0
44484206,0-20 cm,0.146,3.4,7.82,55.6,11.1,2.5,87.2,3.0,
44544060,0-20 cm,0.948,4.0,4.69,46.2,< LOD,1.7,34.2,5.0,
45062500,0-20 cm,1.468,7.6,16.18,37.7,16.8,1.4,195.2,31.0,
44564034,0-20 cm,0.877,3.8,7.17,39.1,< LOD,1.7,52.3,4.0,
44564074,0-20 cm,0.87,4.5,8.96,64.7,< LOD,5.6,265.7,68.0,
44603962,0-20 cm,0.825,4.9,7.44,20.5,19.6,1.3,213,7.0,
44683766,0-20 cm,,4.9,35.1,89.7,46.7,6.7,163.1,23.0,
45042696,0-10 cm,,4.0,52.9,133.2,45.5,10.6,267.9,16.0,0.0
45102516,0-20 cm,,7.1,27.16,52.6,16,2.1,87.4,10.0,
44604030,0-20 cm,0.793,3.3,6.33,72.8,10.8,2.5,63.6,4.0,
44683820,0-20 cm,0.725,4.0,19.06,68.5,28.2,4.5,85.5,10.0,
44604052,0-20 cm,1.033,3.7,5.01,27.3,13.9,1,31,3.0,
45062714,0-10 cm,,5.3,50.8,49.5,15.5,5.3,246.5,27.0,1.56205516077534e-07
44604070,0-20 cm,1.013,4.5,4.81,23.7,< LOD,1.2,23.5,20.0,
44683856,0-20 cm,0.513,3.6,28.3,175.5,29.1,10.1,119.4,10.0,
44663914,0-20 cm,0.119,3.2,14.99,520.6,51.4,16.5,306.5,13.0,
44663942,0-20 cm,1.106,5.5,11.29,28.6,37.7,2.5,116.6,31.0,
44624094,0-20 cm,0.169,4.1,8.02,34.3,10.7,2.7,83.4,19.0,
44604174,0-20 cm,0.163,3.0,4.88,59.3,< LOD,1.7,68.9,,
45182534,0-20 cm,,7.4,17.27,20.6,< LOD,1.3,136.2,36.0,0.351142913103104
44723916,0-20 cm,1.198,6.1,10.86,22.7,25.9,2.2,173.1,41.0,
44743884,0-20 cm,0.677,3.7,9.14,67.6,< LOD,2.9,124.8,6.0,
44743890,0-20 cm,1.103,5.8,12.91,38.6,20,3.3,163,24.0,
44783818,0-20 cm,0.673,4.6,23.8,59.1,16.9,5,136.6,7.0,
44624292,0-20 cm,,4.1,5.52,102.8,< LOD,2.2,63.5,2.0,
44704130,0-20 cm,0.084,4.1,6.84,56.9,14.5,3.5,42.2,4.0,
45601646,0-20 cm,,7.5,18.3,15.8,< LOD,1.1,692.2,57.0,1.41860973834991
44684198,0-20 cm,0.427,3.7,24.4,120.3,21.2,4.9,122.5,4.0,
45242722,0-20 cm,0.34,4.5,30.8,227,26.4,14.8,167.6,,0.0
44644312,0-20 cm,0.099,3.2,24.4,516.5,36.2,22.4,180.9,,
44863766,0-20 cm,,5.1,7.9,27.1,102.7,2.5,170.2,11.0,
44764032,0-20 cm,0.039,4.2,7.46,44.4,< LOD,2.3,145.4,6.0,
44724132,0-20 cm,0.772,3.2,7.34,56.8,< LOD,2.2,103.4,1.0,
44624422,0-20 cm,0.581,3.7,7.89,37.6,27.1,2,96.2,3.0,
44744208,0-20 cm,0.929,3.1,6.56,38.5,< LOD,1.2,39.7,3.0,
44804076,0-20 cm,0.622,4.1,11.12,157,22.7,7.9,94.2,15.0,
45362696,0-10 cm,,3.9,6.57,82.8,22.9,5.3,124.2,24.0,0.0
44923890,0-20 cm,1.198,5.3,8.64,16.2,22.2,1.7,75.7,18.0,
44923902,0-20 cm,1.29,4.9,5.4,21.1,56.1,1.4,95.7,3.0,
44844098,0-20 cm,0.077,3.8,4.26,23.6,26.9,0.9,33.1,2.0,
44943874,0-20 cm,0.995,3.8,6.75,19,< LOD,1,52.3,6.0,
44884030,0-20 cm,0.102,4.2,10.19,54.6,< LOD,3.4,180.1,30.0,
44844134,0-20 cm,0.943,3.8,4.99,27.3,20.3,1.4,36.9,2.0,
44983828,0-20 cm,0.802,3.4,4.59,27.2,< LOD,1.3,23.3,5.0,
45023756,0-20 cm,,3.1,17.3,252.7,38.2,11.6,263.3,6.0,
44963904,0-20 cm,0.925,3.6,5.69,22.1,30.6,1.5,53.9,2.0,
44963908,0-20 cm,1.103,4.9,10.54,28.9,25,1.8,103.9,3.0,
44884094,0-20 cm,0.064,3.4,7.25,36.8,27.7,1.6,86.7,2.0,
44844188,0-20 cm,0.727,3.7,16.35,436.1,31.3,13.1,757.5,,
44924046,0-20 cm,0.545,3.5,5.61,43.6,12.6,1.8,42.8,5.0,
44904150,0-20 cm,0.702,3.1,14.89,451.3,50.1,13.2,270,,
45123664,0-20 cm,1.205,4.6,24.06,22.1,45.5,2.1,48.1,12.0,
45123700,0-20 cm,0.577,3.4,10.78,96.5,12,4.7,69.1,7.0,
45123718,0-20 cm,1.264,5.0,12.04,34.9,105.4,2.3,53.3,6.0,
45063878,0-20 cm,0.183,2.8,25.0,308.3,60.6,12.5,179.1,9.0,
44884274,0-20 cm,,3.7,3.79,21.2,< LOD,0.8,31.4,4.0,
45004036,0-20 cm,1.086,4.6,18.72,19.1,< LOD,1.8,73,23.0,
44824420,0-20 cm,,4.9,13.38,58.8,21.6,2.9,231.3,14.0,
45183658,0-20 cm,0.635,3.8,24.9,79.8,40.3,5.6,123.8,16.0,
45103836,0-20 cm,0.51,4.1,8.75,64.9,11.8,3.4,52.7,7.0,
45143760,0-20 cm,,3.0,18.62,484.6,83.5,14.3,486,,
45004078,0-20 cm,0.77,3.6,5.64,19.5,< LOD,0.9,36.3,13.0,
45183718,0-10 cm,,5.5,26.44,62.4,73,4.5,77.8,6.0,
44924280,0-20 cm,0.892,3.5,2.8,29,13.8,1,24.5,3.0,
45203698,0-20 cm,0.328,2.9,15.55,298,20.5,13.1,172.3,6.0,
44864414,0-20 cm,0.336,3.5,15.59,195.7,22.8,7.9,249.6,10.0,
44964210,0-20 cm,0.579,3.4,12.63,440.3,14.7,9.8,577.7,,
45243630,0-20 cm,1.389,7.0,10.56,14.8,28.8,1.7,209.8,27.0,
45004144,0-20 cm,,3.8,4.09,48.2,< LOD,1.9,62.7,3.0,
45143854,0-10 cm,,3.1,5.77,57.5,< LOD,2.6,63.7,6.0,
45004150,0-20 cm,0.07,3.3,3.69,25.5,< LOD,1,35.6,2.0,
45024130,0-20 cm,0.218,3.0,18.7,457.4,36.4,21.2,189.1,4.0,
45064062,0-20 cm,0.487,3.4,17.61,69.9,25.5,3.4,93.6,5.0,
45562982,0-20 cm,,5.3,10.9,34.1,< LOD,3.7,65.6,30.0,3.86357975006104
45203792,0-20 cm,0.713,3.9,7.06,42.6,< LOD,2.1,37,7.0,
45064102,0-20 cm,0.837,3.9,5.37,24.5,29.3,1,80,5.0,
45203834,0-20 cm,0.41,3.9,26.1,136.1,19.7,9.4,52.8,13.0,
45163932,0-20 cm,1.115,5.0,10.68,19.4,34.1,1.9,174.8,17.0,
45183892,0-20 cm,0.332,3.6,20.7,158.4,53.9,9.7,178.9,9.0,
46181644,0-20 cm,1.315,7.0,20.9,16.7,,1.9,464.3,41.0,18.7610607147217
45203870,0-20 cm,,4.0,24.8,56.6,17.4,4.5,39.7,10.0,
45044198,0-20 cm,0.066,3.1,11.87,498.85,51.75,12.1,465.4,3.0,
45203882,0-20 cm,0.242,3.2,36.1,311,34.4,15,274.2,5.0,
45323652,0-20 cm,0.817,3.6,16.77,63.1,15.8,3.7,72.8,20.0,
45124060,0-20 cm,0.733,4.1,10.25,51.1,< LOD,2.9,83.3,24.0,
45323656,0-20 cm,0.251,3.0,34.1,320.3,42.2,12.8,164.1,,
45523252,,1.413,,,,,,,3.0,0.0
45203924,0-20 cm,1.159,6.5,11.96,18,25.1,1.6,79.6,20.0,
45104136,0-20 cm,0.154,3.7,15.25,28.3,25,2.5,34.4,2.0,
45124114,0-20 cm,0.12,3.8,5.42,12.3,< LOD,0.8,< LOD,3.0,
45243882,0-20 cm,0.7,3.7,6.97,54.1,21.8,3.6,34.1,7.0,
45523324,0-20 cm,0.909,3.5,14.43,55.7,45.2,4.1,76.9,,0.0
45243904,0-20 cm,1.217,4.8,11.66,15.3,25.9,1.6,89.2,16.0,
45303820,0-20 cm,0.82,3.4,5.87,27.2,21.7,1.3,37.9,5.0,
45184078,0-20 cm,1.156,3.4,2.5,9.4,< LOD,0.5,18.1,5.0,
45423634,0-20 cm,1.265,5.3,17.68,19.5,38.3,2,56.1,8.0,
45822828,0-20 cm,,3.3,20.6,243.9,33,12.9,140.4,13.0,2.69154227794388e-08
45283926,0-20 cm,0.716,3.5,7.55,57.2,< LOD,2.5,58.7,13.0,
45323868,0-20 cm,0.573,3.8,12.98,85.9,29.9,5.2,94.9,5.0,
45303910,0-20 cm,1.09,5.7,8.36,23.3,25.9,2.3,48.5,7.0,
45423684,0-20 cm,0.811,4.4,5.88,48.7,35.6,3.4,45.4,6.0,
45463614,0-20 cm,,4.9,6.46,19.4,69.9,1.8,173.8,6.0,
45124270,0-20 cm,,3.5,7.65,29.6,< LOD,1,26.7,2.0,
45383788,0-20 cm,0.499,3.2,14.39,94.9,24.6,3.7,66.6,8.0,
45184186,0-20 cm,0.861,3.3,4.26,41.9,19.9,1.4,59.4,3.0,
45463704,0-20 cm,0.15,2.8,16.15,519.7,51.2,19.8,235.2,,
45383878,0-20 cm,0.399,4.3,38.21,417.1,60.7,21.3,296.2,8.0,
45503652,0-20 cm,1.145,4.7,35.59,33.6,110.2,3.3,94.4,7.0,
45264114,0-20 cm,,3.3,9.55,70.4,< LOD,2.7,67.6,5.0,
45403874,0-20 cm,0.587,3.8,32.2,98.3,32.1,6.5,111.5,7.0,
45284100,0-20 cm,1.077,3.6,2.72,10.6,< LOD,0.7,13.8,4.0,
46082542,,0.08,,,,,,,26.0,0.232158869504929
45204248,0-20 cm,,3.6,7.26,64.7,17.3,3.2,58.3,5.0,
45383972,0-20 cm,0.508,3.8,14.82,85.4,16.4,5.5,85.7,29.0,
46202440,0-20 cm,0.773,6.7,10.19,33.9,< LOD,2.8,218,31.0,
46122606,0-10 cm,,4.7,12.72,150.9,14.4,6.5,145.1,24.0,2.00099989910996e-08
45423958,0-20 cm,1.06,5.7,17.41,33.9,27.9,3,177.6,57.0,
46581654,0-20 cm,,7.1,24.39,23.7,< LOD,2.3,299.2,56.0,4.87759065628052
46002900,0-20 cm,0.797,5.0,12.76,67.7,20.4,5,121.7,,0.67904406785965
45483874,0-20 cm,,4.0,7.76,29.6,14.2,2.2,48.1,4.0,
45364090,0-20 cm,0.811,3.9,8.12,37.2,< LOD,2.5,42.1,3.0,
45304198,,0.088,,,,,,,,
45503854,0-20 cm,0.648,2.9,8.1,63,16.3,2.1,62.8,3.0,
45483892,0-20 cm,0.962,5.4,17.49,32.2,32.2,2.4,84.8,4.0,
45823278,10-20 cm,,4.5,8.27,40.5,21.2,2.8,47.2,2.0,
45563756,0-20 cm,,3.2,14.5,76.2,47.6,3.4,134.1,4.0,
45923114,0-20 cm,0.598,3.2,16.68,89.4,20,4.2,77.1,4.0,
45304234,0-20 cm,0.237,2.9,10.88,248.3,14.9,5.6,264.1,4.0,
45463966,0-20 cm,0.119,3.1,18.63,465.2,41.7,17.1,224.3,,
45663622,0-20 cm,1.2,6.4,22.79,24.2,156.8,2.5,156.3,14.0,
45503926,0-20 cm,0.87,5.4,9.1,24.7,18.5,2.3,132.9,30.0,
45304270,0-20 cm,,3.6,5.73,79.1,24.2,2.4,57,8.0,
45643686,0-20 cm,0.779,3.7,9.23,87.9,25.7,5.1,105.4,8.0,
46302452,0-20 cm,0.707,6.6,23.8,49.5,< LOD,4.8,596.4,,
46681664,,1.354,,,,,,,44.0,0.20000022649765
45683638,0-20 cm,0.335,5.1,72.5,137.3,35.3,10.6,80.3,10.0,
46741570,0-10 cm,,7.5,11.17,11,< LOD,1.4,434.9,58.0,3.13179278373718
45683670,0-20 cm,0.327,3.1,21.2,274.8,32.7,13.9,151.6,5.0,
45464052,0-20 cm,0.892,3.3,5.17,51.8,13.4,1.8,41.1,3.0,
46761582,0-20 cm,,7.4,19.05,11.9,< LOD,1.4,433.5,37.0,1.9360488653183
45923270,0-20 cm,1.368,4.0,4.49,16.8,41.8,1,24.9,3.0,
45743608,0-20 cm,1.503,6.7,17.91,8.7,122.1,1,95.7,4.0,
45763604,0-20 cm,1.229,5.0,12.91,19,32.6,2.3,86.2,27.0,
45603882,0-20 cm,0.793,3.0,5.11,27,< LOD,1,49.8,3.0,
45583928,0-20 cm,,3.8,11.43,82.4,21.2,6.1,92.4,24.0,
45464154,0-20 cm,,3.5,13.9,133.6,14,5.3,138.9,6.0,
45643866,0-20 cm,0.962,3.9,14.63,28.3,< LOD,2.2,130.9,13.0,
45963382,0-20 cm,,5.6,8.45,10.5,44.9,1.2,124.8,4.0,0.377266407012939
45544090,0-20 cm,0.984,5.2,27.0,46.6,58.3,3.9,50.1,7.0,
45444258,0-20 cm,,4.9,2.59,21.9,< LOD,1.2,23.4,4.0,
46921612,0-10 cm,,7.6,18.77,8.8,< LOD,1.3,481.6,31.0,1.04635334014893
45244598,0-20 cm,1.147,3.9,5.8,37.2,14.1,1.7,30.5,10.0,
45723844,0-20 cm,1.215,4.4,2.78,4.7,< LOD,0.3,20.8,4.0,
45444294,0-20 cm,1.217,4.6,2.47,10.8,11.7,0.7,15,3.0,
45564112,0-20 cm,0.318,4.0,8.13,79.6,< LOD,2.8,71.4,6.0,
45743828,0-10 cm,,4.2,5.17,42.6,21.1,1.8,38.5,8.0,
45763802,0-20 cm,0.715,4.4,6.83,32.7,24.5,2.6,65.6,5.0,
45703900,0-20 cm,0.981,3.6,5.35,27.6,< LOD,1.6,29.2,2.0,
45763820,0-20 cm,0.883,4.2,7.93,52.8,34.6,3.5,45.4,5.0,
46742110,,0.575,,,,,,,55.0,0.253613263368607
45863670,0-20 cm,1.173,6.6,24.5,23.6,41.5,2.4,112.8,10.0,
45484288,0-20 cm,1.089,4.3,2.72,8.5,< LOD,0.5,12,2.0,
45564170,0-20 cm,0.52,3.0,9.38,125.4,14.1,3.9,116,5.0,
46382836,0-10 cm,,3.5,23.2,94.5,36.8,5.4,142.7,15.0,0.0
45604130,0-20 cm,0.069,3.6,13.94,386,32.1,13.5,880.4,4.0,
45843766,0-20 cm,0.765,3.1,5.19,48.3,10.3,1.5,32.8,2.0,
45823804,0-20 cm,0.864,3.5,4.62,32.2,50.8,1.2,36.3,4.0,
45743978,0-20 cm,0.443,2.9,9.92,129.2,17.1,3.8,139,3.0,
45564266,0-20 cm,0.088,2.8,10.07,476.8,31.7,10.6,379.2,3.0,
45704062,0-20 cm,,3.4,3.81,21.4,< LOD,0.9,24.1,3.0,
45903754,0-20 cm,0.193,3.0,26.4,462.7,51.4,13,811.3,,
45744008,0-20 cm,0.202,3.3,23.4,412.2,60.6,14.1,316.4,,
45364600,0-20 cm,0.177,4.3,55.3,395.9,10.1,22,42.4,,
45883824,0-10 cm,,3.6,14.6,79.8,23.3,4.8,93.5,12.0,
47161630,0-20 cm,1.267,7.4,11.24,4.4,,0.6,74.2,10.0,0.0
47261442,0-20 cm,1.269,7.6,89.9,22.1,253.8,2.7,1247.9,37.0,
45863868,0-20 cm,0.709,3.4,11.38,54,15.8,4.1,46,19.0,
46922116,0-20 cm,,7.1,34.21,27.1,22.5,2.6,688.3,55.0,10.2095746994019
45564332,0-20 cm,0.911,3.9,3.24,15.1,< LOD,0.7,19.7,3.0,
47221592,0-20 cm,,7.2,16.85,11,,1.1,325.3,29.0,0.100001096725464
45823962,0-20 cm,0.844,3.9,6.28,39.7,23.7,2.5,44.9,2.0,
45564350,0-20 cm,0.973,3.7,5.05,22.6,< LOD,1.5,37,8.0,
47201648,0-10 cm,,6.4,8.78,19.2,< LOD,1.4,173.1,11.0,
47221618,0-20 cm,,7.4,263.5,13.5,< LOD,1.5,531.7,59.0,0.829853355884552
46982080,0-20 cm,,7.3,19.87,16.9,88.8,1.7,582.4,56.0,21.8592414855957
45883896,0-20 cm,1.284,5.7,10.56,12.4,23.2,1.5,133.9,24.0,
45784048,0-20 cm,0.752,3.3,7.79,85.3,17.7,3.6,82.4,7.0,
46722576,0-20 cm,0.903,5.6,41.1,34.8,37.2,3.7,216.8,34.0,
45824010,0-20 cm,0.525,3.6,8.17,61.9,13.7,2.8,46,8.0,
45704188,0-20 cm,0.085,3.9,18.75,448.2,31.3,17.6,368.5,,
46003740,0-20 cm,0.167,3.2,15.16,114.8,19.7,5.1,105.8,,
46063684,0-20 cm,0.312,5.3,55.64,403.1,190.2,21.3,322.9,,
47321578,0-10 cm,,7.0,10.42,7.6,< LOD,0.8,147.3,17.0,6.76535558700562
45844024,0-20 cm,0.736,3.5,6.37,35.7,34.4,1.5,55.4,4.0,
46043728,0-20 cm,0.076,3.2,14.67,214.4,50.5,8,181.5,5.0,
46822484,0-20 cm,0.972,5.3,23.9,77.4,< LOD,6.5,244.4,,
45963860,0-20 cm,,3.2,8.97,113.7,19.3,3.8,88.5,8.0,
46003818,0-20 cm,0.441,3.6,9.33,69.4,20.6,3.7,53.1,11.0,
45844060,0-20 cm,,3.1,9.33,100.4,26,4.6,141.6,5.0,
46043778,0-20 cm,0.174,3.2,21.1,244,67.8,11.4,335.7,9.0,
45904000,0-20 cm,0.104,3.9,5.68,43.3,< LOD,1.2,29.1,,
46003858,0-20 cm,0.661,3.3,7.07,55.4,10,2.5,28.1,6.0,
45864106,0-20 cm,,3.7,6.28,51.2,< LOD,2.1,85,5.0,
46383352,0-20 cm,,5.2,9.53,4.1,51.9,0.6,87.1,4.0,0.324437260627747
46023898,0-20 cm,0.535,3.6,25.0,213.2,17.6,7,218.4,8.0,
46063842,0-20 cm,0.255,4.4,121.7,301.4,16.6,15.2,137.3,,
46103788,0-20 cm,0.097,3.3,14.14,99.4,34.8,4.5,116.8,8.0,
45924062,0-20 cm,0.663,3.6,6.24,42.8,< LOD,1.7,37.9,3.0,
47541538,0-10 cm,,7.3,22.72,49.1,16.3,5,288.5,22.0,0.175001114606857
46083880,0-20 cm,0.198,4.1,16.79,295.2,25.1,20.2,224.7,7.0,
45584576,0-20 cm,0.451,3.7,14.87,99.9,< LOD,3.9,27,,
45924116,0-20 cm,0.717,4.3,5.19,41.1,< LOD,1.9,41,6.0,
45784336,0-20 cm,0.983,4.3,2.31,23.7,< LOD,0.8,34.8,10.0,
45904180,0-20 cm,0.899,4.1,5.62,30.4,18.3,2.1,32.6,6.0,
45764378,0-20 cm,0.134,3.1,26.6,155.3,107.5,4.3,324.1,8.0,
46263700,0-20 cm,0.032,3.0,18.65,324.4,90.9,11.3,258.7,6.0,
45944144,0-20 cm,0.261,3.9,73.2,326.2,39.7,16.8,354.4,7.0,
46762986,0-20 cm,,6.3,13.9,13.6,53.3,1.5,104.4,8.0,0.0
46123910,0-20 cm,0.949,6.6,26.5,25.7,< LOD,1.7,62,11.0,
45904216,0-20 cm,0.583,3.7,7.82,94.5,14.5,3.8,87.6,9.0,
46103960,0-20 cm,0.647,4.2,10.41,96.3,12.1,5,49.6,8.0,
46183872,0-20 cm,0.532,4.0,15.19,101.5,22.2,6,90.9,7.0,
45884278,0-20 cm,0.374,3.6,9.22,106.9,13,3,162.7,6.0,
46024108,0-20 cm,0.338,4.8,46.1,179,10.5,9.7,73.5,13.0,
45764468,0-20 cm,1.003,4.6,15.08,19.2,< LOD,1.7,80.4,16.0,
46323742,0-20 cm,0.151,3.7,45.4,361,25.6,17.2,100.1,,
47242414,0-20 cm,0.591,7.0,36.9,105.5,< LOD,5.8,128.2,,
46183938,0-20 cm,1.573,5.3,9.115,137.65,< LOD,3.7,103.9,3.0,
46163970,0-20 cm,0.448,4.7,8.14,80.6,13.3,4.9,70.7,,
46104050,0-20 cm,0.649,3.1,6.1,64.2,< LOD,2.7,58.4,5.0,
47262412,0-20 cm,0.684,6.3,25.9,97,< LOD,5.8,137.5,34.0,
45964246,0-20 cm,,3.1,8.07,109.5,19.3,3,84.6,5.0,
46004196,0-20 cm,0.541,5.5,22.9,99.6,< LOD,6.1,156.4,37.0,
46144022,0-20 cm,1.26,5.3,14.88,22.2,34.3,2.1,118.9,25.0,
46183974,0-20 cm,0.502,3.1,13.76,492.3,42.9,17.9,301.4,9.0,
46383708,0-20 cm,0.088,3.4,21.1,319.8,36.6,12.7,130.5,,
47282424,0-20 cm,,5.9,11.38,51.3,< LOD,3.9,72.4,28.0,
46323810,0-20 cm,0.61,3.9,12.92,75.9,16.3,3.8,49.3,6.0,
46203982,0-20 cm,0.852,3.8,7.96,61.4,23.8,4.1,46,5.0,
46144062,0-20 cm,,3.5,21.76,346.9,21.5,12,277.9,14.0,
46403724,0-20 cm,0.314,3.6,28.5,170.5,25.4,7.9,141.2,5.0,
45984276,0-20 cm,,3.1,11.18,114.2,20.7,2.7,182.8,4.0,
46363782,0-20 cm,0.226,3.0,18.41,376.5,54.4,12.1,493.9,8.0,
46024234,0-20 cm,1.213,4.0,3.13,10.2,10.9,0.6,31.4,4.0,
46144080,0-20 cm,0.928,4.2,17.98,41.9,12.4,3.3,71.4,8.0,
45784544,0-10 cm,,3.7,3.77,17.4,11.5,1.4,44.6,7.0,
46263934,0-20 cm,1.238,5.8,17.13,18.1,23.2,2,167.2,24.0,
46403760,0-20 cm,0.258,3.8,63.8,374,40.6,23.1,286.9,,
