POINT_ID,BD 0-20,Depth,pH_CaCl2,EC,OC,P,N,K,TH_LAT,TH_LONG,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,Clay,erosion_by_water
45983214,1.187,0-20 cm,3.3,4.47,10.8,36.5,0.5,21.6,51.96706621,14.03273651,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,2.0,0.0
45763604,1.229,0-20 cm,5.0,12.91,19,32.6,2.3,86.2,55.47646837,14.03299971,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),27.0,
46202812,1.314,0-20 cm,7.0,21.0,12.9,43.8,1.5,166.4,48.34792763,14.03441481,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),15.0,0.0
45603882,0.793,0-20 cm,3.0,5.11,27,< LOD,1,49.8,57.97886327,14.03592309,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,3.0,
45583928,,0-20 cm,3.8,11.43,82.4,21.2,6.1,92.4,58.39275333,14.04813904,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,24.0,
46562146,0.599,0-20 cm,7.4,39.6,27.2,18,2.8,896.5,42.33782603,14.05350749,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),43.0,0.200001388788223
46622038,0.971,0-20 cm,6.3,11.33,11.6,45.3,1.3,619.9,41.36051159,14.06076778,B71,U111,Cropland,Apple fruit,Agriculture (excluding fallow land and kitchen gardens),33.0,6.00960683822632
46302682,0.465,0-20 cm,3.6,13.97,112.4,31.6,6,135.5,47.1750839,14.07524146,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,7.0,0.0
45464154,,0-20 cm,3.5,13.9,133.6,14,5.3,138.9,60.42827314,14.07611841,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,6.0,
46142982,1.237,0-20 cm,7.0,20.7,49.7,269.9,5.9,1252.2,49.87725941,14.07822268,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),28.0,0.0
46282726,0.301,0-20 cm,3.3,50.3,268.9,73.9,11.7,238.2,47.57143692,14.0798686,E30,U120,Grassland,Spontaneously re-vegetated surfaces,Forestry,10.0,0.0
45963310,1.525,0-20 cm,3.9,3.02,6.3,31.7,0.6,16.4,52.82925931,14.08232502,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,2.0,1.46044442317361e-07
46861592,1.327,0-20 cm,7.4,20.2,16.1,< LOD,1.4,602.5,37.31430066,14.08715678,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),35.0,0.25000074505806
45643866,0.962,0-20 cm,3.9,14.63,28.3,< LOD,2.2,130.9,57.8332268,14.0872449,C10,U120,Woodland,Broadleaved woodland,Forestry,13.0,
46901572,1.228,0-20 cm,7.7,24.81,9.9,< LOD,1.2,487,37.13098407,14.12115254,E30,U411,Grassland,Spontaneously re-vegetated surfaces,Abandoned industrial areas,37.0,0.566018044948578
46362660,0.309,0-20 cm,3.3,12.67,155.9,27.5,8.2,139.1,46.97438527,14.13857867,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,9.0,0.0
46682050,1.301,0-20 cm,7.4,14.94,18.4,< LOD,2,199.1,41.4658806,14.13933535,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),35.0,0.075002022087574
45963382,,0-20 cm,5.6,8.45,10.5,44.9,1.2,124.8,53.47506769,14.14384729,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),4.0,0.377266407012939
45544090,0.984,0-20 cm,5.2,27.0,46.6,58.3,3.9,50.1,59.84926538,14.14913962,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),7.0,
46183002,1.296,0-20 cm,6.0,7.26,14.9,10.9,1.6,134.4,50.05475108,14.14931752,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),18.0,0.0
45444258,,0-20 cm,4.9,2.59,21.9,< LOD,1.2,23.4,61.36377851,14.15736441,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,4.0,
46362688,0.175,0-20 cm,3.1,28.0,366.8,36.8,18.5,372,47.22600082,14.15852243,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,7.0,0.0
46921612,,0-10 cm,7.6,18.77,8.8,< LOD,1.3,481.6,37.49270225,14.16510806,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),31.0,1.04635334014893
46941586,1.34,0-20 cm,7.4,12.31,8.9,< LOD,0.9,165.2,37.25598606,14.17334042,B75,U111,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),16.0,0.0500024035573006
46742002,1.067,0-20 cm,6.9,25.54,13.2,70.8,1.6,2893.3,41.02961674,14.18156839,B43,U111,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens),20.0,4.32625579833984
46163088,0.7,0-20 cm,2.8,14.17,109.1,22.9,4.5,48.7,50.8275023,14.1894247,C23,U120,Woodland,Other coniferous woodland,Forestry,5.0,0.0
45244598,1.147,0-20 cm,3.9,5.8,37.2,14.1,1.7,30.5,64.43309527,14.19117885,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,10.0,
46422624,1.295,0-20 cm,5.8,8.8,19.1,12.3,2.1,114.5,46.64780123,14.19149875,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),16.0,0.125002205371857
46063266,1.413,0-20 cm,3.9,4.59,15.5,36.3,1.2,33.5,52.42947736,14.19263415,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,3.0,0.641783177852631
46282880,1.114,0-20 cm,3.8,6.04,22.9,45.1,1.6,75.4,48.95453917,14.19315539,C23,U120,Woodland,Other coniferous woodland,Forestry,13.0,0.0
45723844,1.215,0-20 cm,4.4,2.78,4.7,< LOD,0.3,20.8,57.63164496,14.19891872,F40,U140,Bareland,Other bare soil,Mining and quarrying,4.0,
45444294,1.217,0-20 cm,4.6,2.47,10.8,11.7,0.7,15,61.68733738,14.19986254,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,3.0,
46342786,1.333,0-20 cm,6.0,18.58,12,49.8,1.5,182.3,48.1073876,14.2035016,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),19.0,0.441491782665253
46203042,1.277,0-20 cm,5.7,5.49,13.2,24.3,1.5,184.9,50.41268881,14.20890681,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),18.0,11.4354839324951
45564112,0.318,0-20 cm,4.0,8.13,79.6,< LOD,2.8,71.4,60.04577469,14.20916286,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,6.0,
46402688,0.635,0-20 cm,6.8,73.0,85.1,18.8,8.4,140.2,47.22396819,14.21122967,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),13.0,0.0
46322834,1.065,0-20 cm,5.1,10.43,27.7,12.3,2.7,386.8,48.53946822,14.21256397,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),18.0,0.0
45743828,,0-10 cm,4.2,5.17,42.6,21.1,1.8,38.5,57.48702883,14.21592453,C23,U120,Woodland,Other coniferous woodland,Forestry,8.0,
45763802,0.715,0-20 cm,4.4,6.83,32.7,24.5,2.6,65.6,57.25270016,14.22267548,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),5.0,
45703900,0.981,0-20 cm,3.6,5.35,27.6,< LOD,1.6,29.2,58.13520457,14.22313415,C33,U120,Woodland,Other mixed woodland,Forestry,2.0,
46442642,0.661,0-20 cm,4.1,18.21,26.8,50.1,3.3,183.2,46.80855783,14.23047478,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,0.0
46203078,1.233,0-20 cm,4.8,5.47,20.8,34.5,2.1,251,50.73570951,14.23795664,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),25.0,0.0
46422690,0.269,0-20 cm,3.0,19.48,285.6,18.8,12.7,282.8,47.24091212,14.23904299,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,9.0,0.0
46103252,1.262,0-20 cm,3.4,5.76,17.8,48.6,1,19.2,52.30182378,14.23932488,C10,U120,Woodland,Broadleaved woodland,Forestry,5.0,0.0
45763820,0.883,0-20 cm,4.2,7.93,52.8,34.6,3.5,45.4,57.41419081,14.24098025,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,5.0,
46742110,0.575,,,,,,,,,,,,,,,55.0,0.253613263368607
45863670,1.173,0-20 cm,6.6,24.5,23.6,41.5,2.4,112.8,56.06330666,14.25413514,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),10.0,
46322896,1.555,0-20 cm,6.5,9.3,15.3,17.5,1.8,155.6,49.09611484,14.26007047,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),22.0,0.966180086135864
45484288,1.089,0-20 cm,4.3,2.72,8.5,< LOD,0.5,12,61.6312487,14.26773234,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,2.0,
45564170,0.52,0-20 cm,3.0,9.38,125.4,14.1,3.9,116,60.56669351,14.27535203,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,5.0,
47041596,1.208,0-20 cm,7.4,12.25,8.4,< LOD,0.9,72,37.34165091,14.29063235,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),4.0,13.934944152832
46382836,,0-10 cm,3.5,23.2,94.5,36.8,5.4,142.7,48.55431481,14.29521362,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,15.0,0.0
45604130,0.069,0-20 cm,3.6,13.94,386,32.1,13.5,880.4,60.20526407,14.30126514,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,4.0,
46283032,1.301,0-20 cm,7.1,22.7,19.1,30.1,2,311.8,50.31877944,14.31309177,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),22.0,1.90315580368042
45843766,0.765,0-20 cm,3.1,5.19,48.3,10.3,1.5,32.8,56.92546506,14.31766231,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,2.0,
46362900,1.574,0-20 cm,5.9,8.59,9.2,< LOD,1.1,117.8,49.12992643,14.3179017,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),14.0,0.446361482143402
46522626,0.797,0-20 cm,4.4,5.87,16.2,11,1.5,61.3,46.66061565,14.32328565,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,13.0,17.884916305542
45823804,0.864,0-20 cm,3.5,4.62,32.2,50.8,1.2,36.3,57.26742487,14.3238728,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,4.0,
46542614,0.551,0-20 cm,6.5,29.7,69.5,< LOD,3.6,80.1,46.55171767,14.34053549,C33,U120,Woodland,Other mixed woodland,Forestry,9.0,0.125000298023224
46342980,1.376,0-20 cm,5.1,9.98,14.2,19.9,1.9,158.9,49.84898778,14.35440057,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),16.0,0.469605267047882
46582562,0.068,0-20 cm,6.7,24.6,209.5,12.5,7.7,77.8,46.08219651,14.35442359,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,16.0,0.100000038743019
46582576,0.098,0-20 cm,6.6,22.9,52.3,< LOD,4.4,140.3,46.2080509,14.36460899,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,33.0,8.58049011230469
46183264,1.446,0-20 cm,3.7,4.93,15,35.4,1,21.4,52.40520144,14.36700957,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,2.0,0.0
46502720,0.325,0-20 cm,3.2,17.87,186.3,45.7,8.9,289.4,47.50624219,14.36709679,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,6.0,0.0
45743978,0.443,0-20 cm,2.9,9.92,129.2,17.1,3.8,139,58.83302032,14.37557161,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,3.0,
46562632,1.247,0-20 cm,6.2,8.9,11.2,18,1.4,131.35,46.71242592,14.37987973,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),19.0,7.33356094360352
46842128,0.636,0-20 cm,7.5,24.25,20.2,< LOD,1.3,434.1,42.1613698,14.37991957,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),41.0,20.2011642456055
46382944,1.407,0-20 cm,6.2,17.91,21.7,75.5,2.4,224.4,49.52378265,14.38053016,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),17.0,1.88336801528931
45564266,0.088,0-20 cm,2.8,10.07,476.8,31.7,10.6,379.2,61.4291309,14.39037373,C33,U120,Woodland,Other mixed woodland,Forestry,3.0,
46522722,0.955,0-20 cm,5.9,44.0,62,31.5,6.2,133.5,47.52314219,14.39511742,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),12.0,0.0
46402932,1.21,0-20 cm,5.0,6.46,27.2,13.2,2.9,121.1,49.41501398,14.39835703,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),18.0,1.60158324241638
45704062,,0-20 cm,3.4,3.81,21.4,< LOD,0.9,24.1,59.58920059,14.40083921,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,3.0,
46382970,1.225,0-20 cm,3.5,16.22,42,17.3,2,54.7,49.75710808,14.40171215,C10,U120,Woodland,Broadleaved woodland,Forestry,10.0,0.0
46323072,1.185,0-20 cm,5.0,7.25,20.8,18.4,2.2,145.2,50.6755168,14.40260366,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),20.0,8.1839599609375
45903754,0.193,0-20 cm,3.0,26.4,462.7,51.4,13,811.3,56.81455092,14.40342299,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,,
46622560,0.165,0-20 cm,6.8,27.5,48.3,< LOD,2.6,99.8,46.06209688,14.40453666,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,27.0,0.100000277161598
45744008,0.202,0-20 cm,3.3,23.4,412.2,60.6,14.1,316.4,59.10226549,14.40922535,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,,
46363020,1.347,0-20 cm,7.3,25.5,21.1,81.8,2.1,647.7,50.20683127,14.41520594,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),28.0,0.903002858161926
46462856,1.382,0-20 cm,5.5,8.66,18,32.4,1.9,796.1,48.72962107,14.41925342,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),8.0,0.753906667232513
46462862,0.906,0-20 cm,3.1,16.92,83.4,15.1,3.6,58.3,48.78348227,14.42404274,C23,U120,Woodland,Other coniferous woodland,Forestry,21.0,0.0
46462874,1.485,0-20 cm,5.0,5.88,18.3,25.9,1.9,302.5,48.8912003,14.43366082,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),27.0,1.61460375785828
46422942,1.407,0-20 cm,5.0,6.31,17.9,49,2,185.3,49.50367852,14.43404575,B51,U111,Cropland,Clovers,Agriculture (excluding fallow land and kitchen gardens),12.0,0.0
45364600,0.177,0-20 cm,4.3,55.3,395.9,10.1,22,42.4,64.44442115,14.4411054,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,,
46442920,1.342,0-20 cm,5.4,4.68,11.7,< LOD,1.4,114.3,49.30515624,14.44357061,B51,U111,Cropland,Clovers,Agriculture (excluding fallow land and kitchen gardens),20.0,0.319457352161407
45883824,,0-10 cm,3.6,14.6,79.8,23.3,4.8,93.5,57.44353089,14.4443531,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,12.0,
47161630,1.267,0-20 cm,7.4,11.24,4.4,,0.6,74.2,37.64361575,14.44457641,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),10.0,0.0
46562722,0.465,0-20 cm,3.5,13.03,140.9,20.2,6.9,115.1,47.52099275,14.44811846,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,15.0,0.0
47261442,1.269,0-20 cm,7.6,89.9,22.1,253.8,2.7,1247.9,35.93292101,14.44813591,B23,U113,Cropland,Other root crops,Kitchen gardens,37.0,
46482866,1.463,0-20 cm,5.8,10.28,19.4,15,2.1,230.7,48.8183053,14.45442829,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),22.0,0.627472460269928
45863868,0.709,0-20 cm,3.4,11.38,54,15.8,4.1,46,57.83935008,14.45856769,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,19.0,
46602676,0.515,0-20 cm,4.0,16.12,104.8,39.6,7.1,215.9,47.10562096,14.46548297,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,5.0,0.0
46922116,,0-20 cm,7.1,34.21,27.1,22.5,2.6,688.3,42.04892635,14.46828693,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),55.0,10.2095746994019
45564332,0.911,0-20 cm,3.9,3.24,15.1,< LOD,0.7,19.7,62.02223889,14.47368849,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,3.0,
46283230,1.31,0-20 cm,3.4,5.33,13.2,73.8,0.8,21.6,52.09483631,14.48286679,C10,U120,Woodland,Broadleaved woodland,Forestry,2.0,0.0
46522836,0.873,0-20 cm,5.5,11.99,67.2,14.3,5.8,247.4,48.54682264,14.48449934,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),40.0,0.0
46363102,1.178,0-20 cm,5.1,5.96,21.7,57.3,2.2,80.8,50.94244603,14.48492468,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),16.0,1.21257472038269
47221592,,0-20 cm,7.2,16.85,11,,1.1,325.3,37.29604327,14.48958917,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),29.0,0.100001096725464
46982044,0.752,0-20 cm,5.8,31.0,137.1,< LOD,7.9,218.6,41.39626638,14.492605,C10,U120,Woodland,Broadleaved woodland,Forestry,15.0,0.0
45823962,0.844,0-20 cm,3.9,6.28,39.7,23.7,2.5,44.9,58.68496272,14.49531119,C23,U120,Woodland,Other coniferous woodland,Forestry,2.0,
45564350,0.973,0-20 cm,3.7,5.05,22.6,< LOD,1.5,37,62.18402345,14.49704527,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,8.0,
47201648,,0-10 cm,6.4,8.78,19.2,< LOD,1.4,173.1,37.8045822,14.50016383,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,11.0,
46383088,0.774,0-20 cm,4.5,13.76,75.6,14.9,3.8,60.7,50.81576558,14.50116171,C23,U120,Woodland,Other coniferous woodland,Forestry,17.0,0.0
46442992,1.57,0-20 cm,5.9,19.98,12.1,34.7,1.4,179.1,49.95124149,14.50330498,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),25.0,0.299999982118607
47221618,,0-20 cm,7.4,263.5,13.5,< LOD,1.5,531.7,37.53169724,14.50486644,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),59.0,0.829853355884552
46502906,1.461,0-20 cm,6.2,8.72,14.3,< LOD,1.6,96.3,49.17622842,14.51433313,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),23.0,3.10701656341553
46982080,,0-20 cm,7.3,19.87,16.9,88.8,1.7,582.4,41.72103322,14.51633438,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),56.0,21.8592414855957
45883896,1.284,0-20 cm,5.7,10.56,12.4,23.2,1.5,133.9,58.08940574,14.52317119,B53,U111,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens),24.0,
46303244,1.222,0-20 cm,4.6,4.05,15.3,25.1,0.8,18.3,52.21926789,14.52471837,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,3.0,0.0
45784048,0.752,0-20 cm,3.3,7.79,85.3,17.7,3.6,82.4,59.45901591,14.52529816,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,7.0,
46263316,1.344,0-20 cm,6.3,13.65,12.1,14.4,1.5,171,52.86709891,14.53223673,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),8.0,0.499667793512344
46722576,0.903,0-20 cm,5.6,41.1,34.8,37.2,3.7,216.8,46.20050025,14.54554301,B55,U111,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),34.0,
46742542,1.002,0-20 cm,4.7,4.34,30.7,< LOD,2.6,67.8,45.89378738,14.54559777,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),52.0,3.76752273822945e-09
46662682,0.427,0-20 cm,3.8,29.2,127.5,54,7.7,156.7,47.15623747,14.54903322,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,9.0,0.0
45824010,0.525,0-20 cm,3.6,8.17,61.9,13.7,2.8,46,59.11568627,14.55061446,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,8.0,
45704188,0.085,0-20 cm,3.9,18.75,448.2,31.3,17.6,368.5,60.7205041,14.55165529,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,,
46003740,0.167,0-20 cm,3.2,15.16,114.8,19.7,5.1,105.8,56.68338554,14.55168461,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,,
47022062,0.952,0-20 cm,7.2,25.55,17.2,37.8,1.7,524.9,41.55649859,14.55212485,B81,U111,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),29.0,0.181493580341339
47301568,0.916,0-20 cm,7.4,13.98,10.3,< LOD,0.9,100.2,37.074176,14.56474562,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,20.0,0.174999997019768
46682698,0.957,0-20 cm,4.7,31.6,51.6,58.2,5,263.1,47.29884348,14.58797894,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),5.0,0.0
46063684,0.312,0-20 cm,5.3,55.64,403.1,190.2,21.3,322.9,56.17780473,14.58915049,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,,
47321578,,0-10 cm,7.0,10.42,7.6,< LOD,0.8,147.3,37.16375788,14.59297566,B54,U111,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens),17.0,6.76535558700562
46562902,1.416,0-20 cm,6.0,16.04,15.2,28.5,1.7,222.4,49.13699443,14.5931121,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),16.0,1.94272017478943
46722638,1.041,0-20 cm,4.9,13.05,46.4,21.4,4.6,146.3,46.75763449,14.59328973,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),12.0,0.0
46702674,0.522,0-20 cm,3.8,6.43,40,18.7,2.6,96.9,47.08215585,14.59533803,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,9.0,0.0
46722642,0.935,0-20 cm,4.7,9.73,31,23.7,3.5,91.9,46.79357148,14.59641469,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),6.0,0.0
45844024,0.736,0-20 cm,3.5,6.37,35.7,34.4,1.5,55.4,59.24016338,14.60194603,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,4.0,
46043728,0.076,0-20 cm,3.2,14.67,214.4,50.5,8,181.5,56.57348647,14.60381119,C32,U120,Woodland,Pine dominated mixed woodland,Forestry,5.0,
46822484,0.972,0-20 cm,5.3,23.9,77.4,< LOD,6.5,244.4,45.36789847,14.60428184,C10,U120,Woodland,Broadleaved woodland,Forestry,,
46503018,1.567,0-20 cm,6.6,34.7,21.9,47.3,2.2,801.4,50.18114843,14.60923771,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),23.0,0.925885558128357
46463090,0.535,0-20 cm,3.1,19.65,103.9,21.2,5.3,113.1,50.82922694,14.6162615,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,17.0,0.0
45963860,,0-20 cm,3.2,8.97,113.7,19.3,3.8,88.5,57.76188382,14.6173277,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,8.0,
46642802,0.697,0-20 cm,6.6,49.2,49.9,175.4,4.2,582.4,48.23494302,14.61858827,C10,U120,Woodland,Broadleaved woodland,Forestry,19.0,0.0
46323328,1.042,0-20 cm,6.8,14.98,10.3,21.9,1.3,112.1,52.97128887,14.63261748,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),9.0,0.326916217803955
46523016,1.563,0-20 cm,7.2,19.42,17.2,25.8,1.8,174.7,50.16207489,14.63544074,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),30.0,0.466660678386688
46003818,0.441,0-20 cm,3.6,9.33,69.4,20.6,3.7,53.1,57.38287495,14.63685712,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,11.0,
46662794,0.895,0-20 cm,3.9,12.06,41.2,19.4,3.8,294.1,48.16199724,14.63886538,C10,U120,Woodland,Broadleaved woodland,Forestry,43.0,0.0250022001564503
46503054,1.411,0-20 cm,4.7,9.58,16.5,16.6,1.8,132.8,50.50406743,14.64081538,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),17.0,0.0
45844060,,0-20 cm,3.1,9.33,100.4,26,4.6,141.6,59.56323428,14.64516585,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,5.0,
46043778,0.174,0-20 cm,3.2,21.1,244,67.8,11.4,335.7,57.02183699,14.658379,C10,U120,Woodland,Broadleaved woodland,Forestry,9.0,
46842534,0.28,0-20 cm,6.5,50.1,113.4,< LOD,7.2,300.7,45.81630266,14.66789674,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,58.0,0.0249999985098839
46822568,0.73,0-20 cm,6.0,27.3,48.4,< LOD,4.8,127.4,46.12302424,14.66851387,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),51.0,0.0500043444335461
45904000,0.104,0-20 cm,3.9,5.68,43.3,< LOD,1.2,29.1,59.02129217,14.67769806,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry,,
46003858,0.661,0-20 cm,3.3,7.07,55.4,10,2.5,28.1,57.74160804,14.68201735,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,6.0,
47361656,1.457,0-20 cm,6.6,18.54,14.6,< LOD,1.7,371.2,37.86834532,14.68522597,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),22.0,0.0
46862528,1.287,0-20 cm,5.6,15.12,21.4,< LOD,2.5,68.1,45.76123757,14.68890836,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),29.0,0.135405004024506
47401614,1.148,0-20 cm,7.7,135.43,10.2,< LOD,1.6,377.6,37.48564446,14.70422644,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),56.0,2.12034702301025
46802648,0.252,0-20 cm,3.1,15.43,192.1,38.5,8.8,185.7,46.84296037,14.70573746,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,7.0,0.0
46882520,0.341,0-20 cm,6.9,99.3,228.2,18.7,17.9,228.9,45.68818828,14.70832948,E10,U120,Grassland,Grassland with sparse tree/shrub cover,Forestry,10.0,0.0
